sale_id,product_id,units_sold,price,region,channel,promotion_type,customer_id
244,10,2,28999,Chennai,Reliance Digital,,24983
245,10,1,27377,Thiruvananthapuram,Amazon,Eid,4541
246,10,1,28999,Srinagar,Flipkart,,18224
247,10,1,28999,Lucknow,Reliance Digital,,18429
248,10,2,27004,Dispur,Flipkart,Eid,17250
249,10,1,28999,Kolkata,Amazon,,23588
250,10,1,24775,Chandigarh,Offline,Republic Day,5210
251,11,1,15818,Chennai,Offline,Dussehra,5443
252,11,1,18010,Bhubaneswar,Reliance Digital,Summer Sale,15303
253,11,1,17172,Delhi,Reliance Digital,Eid,24536
254,11,1,16450,Gandhinagar,Reliance Digital,Eid,5840
255,11,1,18999,Imphal,Flipkart,,20979
256,11,1,18999,Shillong,Flipkart,,13063
257,11,2,16731,Dehradun,Offline,Independence Day,1147
258,11,1,15232,Thiruvananthapuram,Amazon,Diwali,24332
259,11,2,18999,Bhubaneswar,Amazon,,9337
260,11,1,17544,Kohima,Amazon,Independence Day,4940
261,11,1,18999,Chandigarh,Reliance Digital,,11102
262,11,2,17717,Kolkata,Amazon,Summer Sale,15537
263,11,1,18999,Amaravati,Amazon,,24626
264,11,1,18999,Dehradun,Amazon,,21017
265,11,1,18999,Patna,Flipkart,,15084
266,11,1,18999,Hyderabad,Offline,,22156
267,11,1,15922,Dispur,Reliance Digital,New Year,20696
268,11,1,18999,Jaipur,Reliance Digital,,3550
269,11,1,18999,Srinagar,Reliance Digital,,21659
270,11,1,18999,Shimla,Offline,,5378
271,11,1,15444,Panaji,Reliance Digital,New Year,23649
272,11,2,18999,Kolkata,Flipkart,,9750
273,11,1,18999,Shillong,Offline,,24465
274,11,1,18999,Agartala,Offline,,20810
275,11,1,16130,Gandhinagar,Flipkart,Summer Sale,10172
276,12,1,16378,Kohima,Flipkart,Back to School,3571
277,12,1,18999,Shimla,Amazon,,4920
278,12,1,17575,Hyderabad,Amazon,Diwali,25128
279,12,1,18999,Thiruvananthapuram,Flipkart,,9689
280,12,2,15722,Imphal,Amazon,Back to School,1239
281,12,2,18999,Dehradun,Offline,,15055
282,12,2,17605,Shillong,Amazon,Dussehra,8118
283,12,1,18999,Agartala,Offline,,1747
284,12,1,18999,Aizawl,Offline,,13553
285,12,1,18999,Raipur,Flipkart,,17640
286,12,1,18999,Gangtok,Offline,,9077
287,12,2,16603,Gangtok,Amazon,Summer Sale,24595
288,12,1,15212,Thiruvananthapuram,Reliance Digital,Independence Day,15594
289,12,1,18999,Hyderabad,Amazon,,2508
290,12,1,15660,Kolkata,Offline,Independence Day,11269
291,12,1,18999,Lucknow,Amazon,,11867
292,12,1,18999,Raipur,Offline,,20124
293,12,1,16346,Patna,Flipkart,Summer Sale,23896
294,12,2,16732,Hyderabad,Offline,Summer Sale,12123
295,12,1,16023,Amaravati,Amazon,Summer Sale,16329
296,12,1,18999,Aizawl,Amazon,,11121
297,12,1,18999,Panaji,Offline,,24622
298,12,1,17433,Amaravati,Offline,Republic Day,7750
299,12,1,16039,Amaravati,Reliance Digital,Eid,1440
300,12,1,16134,Mumbai,Amazon,Christmas,10674
301,13,1,24762,Kolkata,Offline,,11507
302,13,1,24762,Gandhinagar,Flipkart,,10025
303,13,2,21093,Gandhinagar,Flipkart,Big Billion Days,16949
304,13,1,24762,Srinagar,Reliance Digital,,15330
305,13,1,19892,Chandigarh,Offline,Summer Sale,7968
306,13,2,21397,Delhi,Amazon,Christmas,14235
307,13,1,24762,Ranchi,Reliance Digital,,1648
308,13,1,21943,Gandhinagar,Reliance Digital,Summer Sale,12621
309,13,1,22898,Chandigarh,Offline,New Year,3930
310,13,1,22939,Bengaluru,Amazon,Christmas,19872
311,13,1,22344,Imphal,Amazon,Republic Day,10672
312,13,1,24762,Kolkata,Reliance Digital,,15165
313,13,1,19967,Bengaluru,Reliance Digital,Eid,22406
314,13,1,21320,Srinagar,Reliance Digital,Summer Sale,4091
315,13,2,22950,Dehradun,Amazon,Dussehra,25521
316,13,1,22053,Panaji,Reliance Digital,Back to School,21890
317,13,2,24762,Hyderabad,Flipkart,,12525
318,13,1,22108,Ranchi,Offline,Independence Day,13688
319,13,1,24762,Dispur,Reliance Digital,,13549
320,13,1,24762,Panaji,Flipkart,,3442
321,13,1,24762,Jaipur,Offline,,12483
322,13,2,20537,Lucknow,Flipkart,Back to School,9679
323,13,2,22347,Patna,Reliance Digital,Christmas,6224
324,13,1,22871,Chennai,Offline,Back to School,22671
325,13,1,24762,Bhopal,Reliance Digital,,20682
326,14,2,16990,Imphal,Reliance Digital,,21877
327,14,1,16990,Amaravati,Reliance Digital,,12146
328,14,1,14961,Hyderabad,Reliance Digital,Independence Day,14802
329,14,1,16990,Chennai,Offline,,2680
330,14,2,16990,Aizawl,Offline,,20125
331,14,1,16990,Aizawl,Amazon,,16751
332,14,1,13840,Aizawl,Reliance Digital,Christmas,15848
333,14,1,16990,Delhi,Flipkart,,24514
334,14,1,16990,Hyderabad,Flipkart,,4509
335,14,1,14114,Bengaluru,Reliance Digital,Christmas,6066
336,14,1,16990,Panaji,Reliance Digital,,4736
337,14,1,16990,Gandhinagar,Amazon,,18322
338,14,1,16990,Gangtok,Flipkart,,3297
339,14,2,16990,Srinagar,Flipkart,,11208
340,14,2,14056,Dehradun,Flipkart,Christmas,6247
341,14,1,15546,Delhi,Reliance Digital,Independence Day,17204
342,14,1,16990,Imphal,Flipkart,,20232
343,14,1,13878,Panaji,Amazon,Eid,24150
344,14,2,16990,Lucknow,Flipkart,,22299
345,14,1,14133,Patna,Offline,Eid,7199
346,14,2,14061,Bhubaneswar,Offline,Summer Sale,23723
347,14,1,14225,Dehradun,Reliance Digital,Back to School,19719
348,14,2,15490,Patna,Reliance Digital,Back to School,6368
349,14,1,13931,Mumbai,Amazon,Republic Day,18252
350,14,1,16990,Mumbai,Offline,,8462
351,15,1,114990,Imphal,Flipkart,,22325
352,15,2,114990,Patna,Flipkart,,2220
353,15,1,114990,Dispur,Offline,,12000
354,15,1,94202,Bhubaneswar,Reliance Digital,Summer Sale,8470
355,15,2,114990,Ranchi,Reliance Digital,,1494
356,15,1,96909,Chandigarh,Reliance Digital,Christmas,23207
357,15,1,106507,Bhopal,Amazon,Back to School,11625
358,15,1,101899,Raipur,Flipkart,Dussehra,19233
359,15,1,114990,Patna,Amazon,,9655
360,15,1,114990,Ranchi,Reliance Digital,,21643
361,15,1,114990,Ranchi,Offline,,17814
362,15,1,114990,Delhi,Reliance Digital,,8639
363,15,2,105781,Panaji,Amazon,Diwali,21937
364,15,2,114990,Bengaluru,Flipkart,,19755
365,15,1,99451,Hyderabad,Amazon,Dussehra,14280
366,15,2,104873,Gangtok,Offline,Summer Sale,6070
367,15,1,114990,Aizawl,Amazon,,10409
368,15,2,114990,Lucknow,Amazon,,5024
369,15,1,106272,Aizawl,Reliance Digital,Christmas,23598
370,15,1,109048,Bhubaneswar,Offline,Dussehra,15505
371,15,1,104752,Jaipur,Reliance Digital,Back to School,26290
372,15,1,107488,Raipur,Amazon,Summer Sale,8441
373,15,1,114990,Chennai,Flipkart,,19178
374,15,1,108599,Hyderabad,Offline,Republic Day,2832
375,15,1,104879,Hyderabad,Reliance Digital,Dussehra,8481
376,16,1,59286,Jaipur,Amazon,Christmas,10207
377,16,1,62999,Bhubaneswar,Amazon,,13934
378,16,2,59411,Srinagar,Offline,Independence Day,16884
379,16,1,62999,Bengaluru,Amazon,,9987
380,16,1,62999,Hyderabad,Reliance Digital,,22268
381,16,1,62999,Ranchi,Amazon,,18278
382,16,1,62999,Agartala,Flipkart,,22487
383,16,1,53661,Kohima,Offline,Independence Day,5764
384,16,1,62999,Lucknow,Amazon,,20327
385,16,1,62999,Shimla,Amazon,,5952
386,16,2,58270,Kolkata,Flipkart,Independence Day,4132
387,16,1,57045,Bhopal,Flipkart,Summer Sale,10628
388,16,1,62999,Delhi,Offline,,24764
389,16,1,55798,Delhi,Offline,Summer Sale,25995
390,16,1,55422,Panaji,Reliance Digital,Republic Day,2401
391,16,1,56900,Bengaluru,Reliance Digital,Summer Sale,20217
392,16,1,62999,Raipur,Flipkart,,1571
393,16,1,62999,Kolkata,Reliance Digital,,7783
394,16,1,62999,Bhopal,Flipkart,,24439
395,16,2,50985,Bengaluru,Flipkart,Christmas,7053
396,16,1,54648,Kolkata,Flipkart,Christmas,11437
397,16,1,62999,Srinagar,Offline,,22845
398,16,1,50754,Bhubaneswar,Flipkart,Eid,16788
399,16,2,62999,Agartala,Reliance Digital,,13642
400,16,1,62999,Gandhinagar,Flipkart,,20683
401,17,1,9999,Shimla,Amazon,,21738
402,17,1,8719,Thiruvananthapuram,Reliance Digital,Diwali,6189
403,17,1,9999,Bhopal,Flipkart,,5989
404,17,2,9047,Bhubaneswar,Reliance Digital,New Year,6893
405,17,1,8134,Kolkata,Offline,Christmas,2728
406,17,1,9999,Kolkata,Flipkart,,24725
407,17,1,9999,Shimla,Reliance Digital,,10610
408,17,1,9999,Panaji,Reliance Digital,,20183
409,17,1,9999,Dispur,Offline,,1498
410,17,1,9096,Hyderabad,Amazon,Back to School,8944
411,17,2,9999,Ranchi,Flipkart,,8841
412,17,1,8698,Gandhinagar,Reliance Digital,Independence Day,1112
413,17,1,8016,Shimla,Reliance Digital,Dussehra,24036
414,17,1,9165,Agartala,Flipkart,Summer Sale,2096
415,17,1,9999,Itanagar,Reliance Digital,,18041
416,17,1,8989,Shimla,Flipkart,Big Billion Days,21526
417,17,1,9999,Gangtok,Flipkart,,22506
418,17,1,9999,Aizawl,Reliance Digital,,22185
419,17,1,8810,Bhopal,Amazon,Summer Sale,24753
420,17,1,9003,Panaji,Offline,Back to School,2333
421,17,1,9158,Agartala,Flipkart,New Year,22747
422,17,1,8247,Raipur,Offline,Back to School,19561
423,17,1,8395,Kolkata,Flipkart,Big Billion Days,5793
424,17,1,9368,Srinagar,Amazon,Christmas,14120
425,17,1,9999,Delhi,Offline,,19975
426,18,1,41447,Gangtok,Offline,Summer Sale,5334
427,18,2,39639,Jaipur,Offline,New Year,11068
428,18,1,38433,Raipur,Amazon,New Year,21629
429,18,1,45999,Panaji,Reliance Digital,,4363
430,18,1,42766,Raipur,Amazon,Independence Day,10836
431,18,1,38753,Shillong,Reliance Digital,Diwali,13373
432,18,1,45999,Hyderabad,Reliance Digital,,2062
433,18,1,40399,Amaravati,Flipkart,Independence Day,16132
434,18,1,43050,Bengaluru,Reliance Digital,Independence Day,3324
435,18,2,43239,Delhi,Flipkart,Big Billion Days,12418
436,18,1,37900,Bhopal,Amazon,Summer Sale,6286
437,18,2,45999,Agartala,Offline,,19499
438,18,1,38096,Kohima,Reliance Digital,Diwali,5067
439,18,1,40672,Agartala,Flipkart,Summer Sale,20606
440,18,1,41128,Thiruvananthapuram,Offline,Eid,19016
441,18,1,45999,Chennai,Flipkart,,9072
442,18,2,40850,Shimla,Amazon,Back to School,21955
443,18,2,41418,Bengaluru,Amazon,Independence Day,26259
444,18,1,41717,Patna,Reliance Digital,Diwali,18544
445,18,1,38557,Gandhinagar,Reliance Digital,Back to School,7600
446,18,2,42100,Raipur,Flipkart,Summer Sale,16509
447,18,2,45999,Kohima,Offline,,2055
448,18,1,45999,Itanagar,Reliance Digital,,12465
449,18,1,45999,Bengaluru,Reliance Digital,,19698
450,18,1,41512,Mumbai,Amazon,Great Indian Festival,18845
451,19,1,28199,Shillong,Reliance Digital,New Year,18274
452,19,1,32999,Amaravati,Amazon,,21276
453,19,1,27397,Lucknow,Flipkart,New Year,19396
454,19,1,27663,Bengaluru,Flipkart,Dussehra,7366
455,19,1,32999,Aizawl,Amazon,,11813
456,19,1,32999,Srinagar,Flipkart,,19437
457,19,1,29426,Imphal,Offline,New Year,2520
458,19,1,30746,Ranchi,Reliance Digital,Independence Day,22668
459,19,1,32999,Bengaluru,Reliance Digital,,8374
460,19,1,28142,Raipur,Amazon,Eid,4747
461,19,2,32999,Shillong,Offline,,13617
462,19,2,32999,Srinagar,Amazon,,5212
463,19,1,32999,Srinagar,Reliance Digital,,7736
464,19,1,32999,Itanagar,Amazon,,20012
465,19,1,27922,Dispur,Amazon,Republic Day,21159
466,19,1,29586,Kohima,Amazon,Summer Sale,25876
467,19,2,32999,Bhubaneswar,Flipkart,,3661
468,19,1,32999,Srinagar,Flipkart,,18047
469,19,1,32999,Lucknow,Amazon,,17147
470,19,1,32999,Kohima,Offline,,18235
471,19,1,32999,Aizawl,Offline,,25337
472,19,1,32999,Jaipur,Offline,,17273
473,19,1,30099,Shillong,Flipkart,New Year,16143
474,19,1,32999,Delhi,Offline,,15614
475,19,1,32999,Panaji,Amazon,,23469
476,20,1,12839,Bengaluru,Offline,Diwali,5002
477,20,2,13367,Agartala,Offline,Independence Day,9033
478,20,1,14499,Hyderabad,Flipkart,,7987
479,20,1,14499,Imphal,Flipkart,,9977
480,20,2,14499,Kohima,Amazon,,24017
481,20,1,14499,Bhubaneswar,Offline,,5917
482,20,1,13404,Dispur,Flipkart,Eid,19164
483,20,2,14499,Gangtok,Offline,,12786
484,20,1,12453,Imphal,Offline,Dussehra,16093
485,20,1,14499,Srinagar,Flipkart,,21486
486,20,1,12489,Bengaluru,Amazon,Dussehra,15859
487,20,2,14499,Gandhinagar,Flipkart,,5049
488,20,1,12121,Hyderabad,Offline,Dussehra,1960
489,20,1,14499,Thiruvananthapuram,Flipkart,,25234
490,20,1,14499,Patna,Flipkart,,15206
491,20,2,14499,Raipur,Offline,,12049
492,20,1,14499,Lucknow,Reliance Digital,,15366
493,20,2,14499,Amaravati,Flipkart,,7977
494,20,1,14499,Patna,Flipkart,,18309
495,20,1,13411,Dehradun,Offline,Republic Day,12705
496,20,1,14499,Lucknow,Amazon,,16865
497,20,1,14499,Agartala,Amazon,,21512
498,20,1,12602,Agartala,Amazon,Eid,22089
499,20,1,12018,Imphal,Offline,Summer Sale,3638
500,20,1,14499,Mumbai,Reliance Digital,,2209
501,21,1,39999,Bhopal,Offline,,25072
502,21,1,39999,Agartala,Offline,,2278
503,21,2,39999,Bengaluru,Amazon,,14317
504,21,2,36317,Shimla,Reliance Digital,Republic Day,17205
505,21,1,39999,Raipur,Offline,,8902
506,21,1,32578,Gandhinagar,Flipkart,Back to School,11897
507,21,1,33667,Lucknow,Reliance Digital,Summer Sale,17047
508,21,1,39999,Ranchi,Reliance Digital,,10880
509,21,1,39999,Panaji,Reliance Digital,,23833
510,21,1,32322,Delhi,Reliance Digital,Eid,10516
511,21,1,39999,Dehradun,Reliance Digital,,18610
512,21,1,39999,Itanagar,Amazon,,8717
513,21,1,36657,Aizawl,Reliance Digital,Back to School,21646
514,21,1,39999,Amaravati,Reliance Digital,,15701
515,21,2,39999,Gandhinagar,Amazon,,10618
516,21,1,36829,Bhopal,Flipkart,Christmas,11841
517,21,1,37793,Raipur,Offline,Diwali,14673
